q,n_lda
46.613487126673533,0
46.713408856848616,0
46.813330587023685,0
46.913252317198769,0
47.013174047373852,0
47.113095777548921,0
47.213017507724004,0
47.312939237899073,0
47.412860968074156,0
47.512782698249225,0
47.612704428424308,0
47.712626158599392,0
47.812547888774461,0
47.912469618949544,0
48.012391349124613,0
48.112313079299696,0
48.212234809474779,0
48.312156539649848,0
48.412078269824931,0
48.512,0
